specfile,id,OBJECT,cgm_name,gal_ra,gal_dec,z,OII_flux,OII_flux_sig,OII_LQ,Hbeta_flux,Hbeta_flux_sig,Hbeta_LQ,OIII_flux,OIII_flux_sig,OIII_LQ,Halpha_flux,Halpha_flux_sig,Halpha_LQ,NII_flux,NII_flux_sig,NII_LQ,SIIa_flux,SIIa_flux_sig,SIIa_LQ,SIIb_flux,SIIb_flux_sig,SIIb_LQ,Comment
J093516.87+020523.2.fits,J093516.87+020523.2._08,J0935+0204,J0935+0204_344_71,143.8202972,2.089780092,0.3555047,-99,-99,-99,3.89E-17,3.49E-19,1,1.97E-17,2.06E-18,1,3.35E-16,2.90E-18,1,1.92E-16,2.57E-18,1,2.94E-17,1.34E-18,1,3.33E-17,1.10E-18,1,
J093517.87+020530.4.fits,J093517.87+020530.4._09,J0935+0204,J0935+0204_356_75,143.8244324,2.091789961,0.0999556,-9.90E+01,-99,-99,3.59E-17,3.92E-18,1,2.91E-17,3.23E-18,1,7.19E-17,1.64E-18,1,1.93E-17,2.08E-18,1,1.15E-17,1.27E-18,1,4.29E-18,1.37E-18,1,
J093517.89+020554.6.fits,J093517.89+020554.6._07,J0935+0204,J0935+0204_357_99,143.8245239,2.09849,0.3299305,-99,-99,-99,3.43E-17,2.25E-18,1,5.39E-17,2.04E-18,1,7.02E-17,1.11E-18,1,4.81E-18,1.31E-18,1,1.26E-17,8.95E-19,1,1.53E-17,1.73E-18,1,
J093518.33+020236.0.fits,J093518.33+020236.0._07,J0935+0204,J0935+0204_179_100,143.826355,2.043319941,0.4889075,5.85E-17,3.73E-18,1,4.55E-17,2.52E-18,1,2.68E-17,1.61E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093518.76+020514.5.fits,J093518.76+020514.5._09,J0935+0204,J0935+0204_8_60,143.828186,2.087349892,0.3185991,-99,-99,-99,1.00E-16,2.60E-18,1,1.05E-17,1.70E-18,1,6.04E-17,1.91E-18,1,2.72E-17,1.32E-18,1,9.77E-18,1.08E-18,1,1.87E-17,1.11E-18,1,
J093518.97+020500.9.fits,J093518.97+020500.9._09,J0935+0204,J0935+0204_14_47,143.8290405,2.083590031,0.4258628,9.22E-17,6.92E-18,1,4.74E-17,2.63E-18,1,2.15E-16,3.18E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093519.30+020445.0.fits,J093519.30+020445.0._09,J0935+0204,J0935+0204_29_34,143.8304138,2.079169989,0.2623594,-99,-99,-99,1.44E-17,1.39E-18,1,2.97E-17,1.69E-18,1,5.86E-17,1.20E-18,1,1.21E-17,6.60E-19,1,1.06E-17,6.50E-19,1,3.87E-18,6.03E-19,1,
J093519.60+020400.6.fits,J093519.60+020400.6._09,J0935+0204,J0935+0204_125_26,143.8316498,2.066839933,0.4157514,4.94E-17,4.55E-18,1,3.52E-17,1.79E-18,1,2.36E-17,1.50E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093520.29+020556.1.fits,J093520.29+020556.1._07,J0935+0204,J0935+0204_17_105,143.8345184,2.098910093,0.38236,-99,-99,-99,8.10E-17,2.16E-18,1,1.81E-16,2.93E-18,1,1.22E-16,1.24E-18,1,1.08E-17,9.72E-19,1,-99,-99,-99,-99,-99,-99,
J093520.90+020234.4.fits,J093520.90+020234.4._07,J0935+0204,J0935+0204_158_109,143.8370667,2.042900085,0.6236822,6.07E-17,4.62E-18,1,3.79E-17,2.86E-18,1,1.90E-17,1.64E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093521.13+020318.1.fits,J093521.13+020318.1._09,J0935+0204,J0935+0204_142_72,143.8380585,2.055030107,0.4213445,5.04E-17,5.37E-18,1,3.95E-17,1.71E-18,1,5.02E-17,1.96E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093521.14+020451.0.fits,J093521.14+020451.0._07,J0935+0204,J0935+0204_51_57,143.8381042,2.080830097,0.4247313,7.41E-17,7.29E-18,1,7.97E-17,3.54E-18,1,4.43E-17,2.56E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093522.27+020303.5.fits,J093522.27+020303.5._08,J0935+0204,J0935+0204_140_94,143.8427887,2.050980091,0.491514,7.27E-17,4.64E-01,1,5.23E-17,2.47E-18,1,3.67E-17,1.83E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093522.80+020542.6.fits,J093522.80+020542.6._08,J0935+0204,J0935+0204_38_111,143.844986,2.095180035,0.43491,5.58E-17,8.66E-18,1,9.28E-17,2.64E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093522.96+020422.4.fits,J093522.96+020422.4._07,J0935+0204,J0935+0204_85_72,143.8456879,2.07288003,0.4247206,5.72E-17,6.25E-18,1,5.86E-17,2.73E-18,1,1.54E-16,2.76E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093523.08+020505.0.fits,J093523.08+020505.0._07,J0935+0204,J0935+0204_56_88,143.8461609,2.084709883,0.2623559,-99,-99,-99,-99,-99,-99,3.35E-17,2.70E-18,1,5.77E-17,3.03E-18,1,5.03E-18,1.77E-18,1,8.61E-18,1.28E-18,1,-99,-99,-99,
J093523.24+020511.0.fits,J093523.24+020511.0._08,J0935+0204,J0935+0204_54_94,143.8468475,2.086390018,0.3536735,-99,-99,-99,4.26E-17,3.50E-18,1,9.23E-18,2.38E-18,1,1.00E-16,2.17E-18,1,2.94E-17,2.31E-18,1,1.40E-17,1.05E-18,1,1.23E-17,1.13E-18,1,
J093523.92+020511.2.fits,J093523.92+020511.2._07,J0935+0204,J0935+0204_57_102,143.8496704,2.086440086,0.26272,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.48E-17,1.95E-18,1,2.21E-17,1.90E-18,1,1.09E-17,1.02E-18,1,-99,-99,-99,
J093524.25+020444.4.fits,J093524.25+020444.4._09,J0935+0204,J0935+0204_72_95,143.851059,2.07901001,0.4249365,7.28E-17,6.73E-18,1,2.94E-17,2.03E-18,1,7.68E-17,1.92E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093524.30+020343.5.fits,J093524.30+020343.5._07,J0935+0204,J0935+0204_109_97,143.8512268,2.062079906,0.2085924,-99,-99,-99,-99,-99,-99,-99,-99,-99,7.73E-17,2.62E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093524.54+020248.8.fits,J093524.54+020248.8._09,J0935+0204,J0935+0204_132_129,143.8522491,2.04689002,0.4461295,-99,-99,-99,1.46E-17,2.30E-18,1,1.01E-16,4.05E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093524.79+020246.6.fits,J093524.79+020246.6._07,J0935+0204,J0935+0204_132_133,143.8532715,2.046279907,0.4320457,-99,-99,-99,2.14E-17,3.42E-18,1,2.78E-17,2.78E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J093526.86+020636.7.fits,J093526.86+020636.7._09,J0935+0204,J0935+0204_43_192,143.861908,2.110199928,0.0923018,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.82E-16,1.88E-18,1,1.80E-17,1.80E-18,1,3.60E-17,2.01E-18,1,2.76E-17,2.05E-18,1,
J094320.04+053108.7.fits,J094320.04+053108.7._04,J0943+0531,J0943+0531_263_174,145.8334961,5.519090176,0.1483404,-99,-99,-99,-99,-99,2,-99,-99,2,-99,-99,2,1.87E-16,2.51E-18,1,-99,-99,2,-99,-99,2,
J094322.74+053049.9.fits,J094322.74+053049.9._04,J0943+0531,J0943+0531_253_139,145.8447418,5.513850212,0.38534,-99,-99,-99,2.28E-17,2.96E-18,1,3.57E-17,1.41E-18,1,3.46E-17,1.06E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094325.52+053016.4.fits,J094325.52+053016.4._01,J0943+0531,J0943+0531_230_118,145.8563538,5.504559994,0.46822,3.34E-17,1.74E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-9.90E+01,-9.90E+01,-99,-99,-99,-99,-99,-99,-99,
J094327.00+053237.5.fits,J094327.00+053237.5._02,J0943+0531,J0943+0531_314_95,145.8625183,5.543739796,0.34987,1.02E-16,4.17E-18,1,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094330.05+052817.0.fits,J094330.05+052817.0._03,J0943+0531,J0943+0531_187_196,145.8751984,5.471380234,0.471346,1.09E-16,3.50E-18,1,3.73E-17,9.95E-19,1,5.46E-17,1.32E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094330.48+053144.9.fits,J094330.48+053144.9._01,J0943+0531,J0943+0531_308_22,145.8769836,5.529129982,0.3546021,5.58E-17,2.65E-18,1,3.64E-17,1.89E-18,1,3.42E-17,1.46E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094330.61+053118.1.fits,J094330.61+053118.1._02,J0943+0531,J0943+0531_228_20,145.8775482,5.521699905,0.3532186,1.33E-16,5.12E-18,1,-99,-99,2,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094331.07+052859.3.fits,J094331.07+052859.3._03,J0943+0531,J0943+0531_183_152,145.8794708,5.483139992,0.2831819,8.24E-17,1.08E-17,1,5.85E-17,1.75E-18,1,3.18E-17,1.98E-18,1,1.03E-16,1.61E-18,1,2.30E-17,1.05E-18,1,2.26E-17,1.15E-18,1,1.74E-17,1.43E-18,1,
J094331.78+053033.8.fits,J094331.78+053033.8._03,J0943+0531,J0943+0531_178_58,145.8824158,5.509399891,0.4452019,9.54E-17,2.98E-18,1,5.31E-17,1.36E-18,1,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094332.32+053152.3.fits,J094332.32+053152.3._03,J0943+0531,J0943+0531_27_23,145.8846588,5.531199932,0.5485639,2.70E-16,5.27E-18,1,6.75E-17,1.59E-18,1,8.80E-17,2.04E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094333.06+052954.2.fits,J094333.06+052954.2._03,J0943+0531,J0943+0531_167_100,145.8877563,5.498400211,0.5532846,9.81E-17,2.24E-18,1,3.63E-17,9.60E-19,1,4.82E-17,1.15E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094333.46+053207.5.fits,J094333.46+053207.5._01,J0943+0531,J0943+0531_37_45,145.8894196,5.535419941,0.22892,-99,-99,-99,1.75E-16,2.56E-18,1,5.71E-17,2.09E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094333.73+053122.4.fits,J094333.73+053122.4._01,J0943+0531,J0943+0531_106_33,145.8905487,5.522890091,0.22854,-99,-99,2,9.64E-17,4.57E-18,0,9.96E-17,3.37E-18,0,6.91E-16,2.87E-18,1,4.06E-16,2.59E-18,1,-99,-99,2,-99,-99,-99,
J094334.49+053010.5.fits,J094334.49+053010.5._04,J0943+0531,J0943+0531_152_92,145.893692,5.502910137,0.3205896,1.38E-17,7.19E-18,2,9.21E-17,2.04E-18,0,2.01E-16,2.64E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094335.23+053003.6.fits,J094335.23+053003.6._03,J0943+0531,J0943+0531_148_103,145.8968048,5.500989914,0.5488166,4.85E-17,1.97E-18,1,5.01E-17,1.14E-18,1,9.02E-18,1.28E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094335.26+053359.2.fits,J094335.26+053359.2._03,J0943+0531,J0943+0531_20_157,145.8969116,5.566440105,0.087535,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.16E-16,2.08E-18,1,8.58E-17,2.17E-18,1,-99,-99,-99,-99,-99,-99,
J094335.83+053122.0.fits,J094335.83+053122.0._01,J0943+0531,J0943+0531_99_64,145.8993073,5.522769928,0.54846,-99,-99,-99,1.40E-16,1.96E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094336.02+052934.0.fits,J094336.02+052934.0._03,J0943+0531,J0943+0531_151_135,145.9000854,5.492780209,0.2851863,-99,-99,-99,5.14E-17,1.96E-18,1,-99,-99,2,5.59E-17,2.09E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J094340.47+053120.9.fits,J094340.47+053120.9._04,J0943+0531,J0943+0531_95_133,145.9186096,5.522469997,0.32254,-99,-99,-99,7.31E-17,1.80E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100039.91+594359.6.fits,J100039.91+594359.6._11,J1001+5944,J1001+5944_265_172,150.1662903,59.73321152,0.5741164,1.64E-17,3.15E-18,1,1.10E-17,7.23E-19,0,1.40E-17,1.60E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100040.30+594451.0.fits,J100040.30+594451.0._12,J1001+5944,J1001+5944_282_172,150.1678925,59.74748993,0.3755545,1.31E-17,5.78E-18,1,2.08E-17,1.16E-18,1,1.60E-17,1.23E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100042.89+594416.3.fits,J100042.89+594416.3._11,J1001+5944,J1001+5944_271_149,150.1787109,59.73786926,0.6619437,2.01E-17,2.36E-18,1,1.72E-17,8.06E-19,1,1.95E-17,9.65E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100045.06+594240.9.fits,J100045.06+594240.9._11,J1001+5944,J1001+5944_235_162,150.1877594,59.71136093,0.2538759,-99,-99,1,-99,-99,-99,1.55E-17,2.27E-18,1,6.64E-18,6.35E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100047.12+594351.1.fits,J100047.12+594351.1._10,J1001+5944,J1001+5944_259_119,150.1963348,59.73086929,0.374247,9.13E-17,1.37E-17,1,1.01E-16,2.33E-18,1,3.01E-17,3.20E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100048.71+594409.8.fits,J100048.71+594409.8._11,J1001+5944,J1001+5944_268_105,150.2029419,59.7360611,0.3763382,1.19E-17,3.66E-18,1,2.18E-17,1.10E-18,1,1.71E-17,1.43E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100049.62+594536.7.fits,J100049.62+594536.7._11,J1001+5944,J1001+5944_310_128,150.2067719,59.76018906,0.27104,7.57E-17,1.07E-17,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100052.58+594301.6.fits,J100052.58+594301.6._11,J1001+5944,J1001+5944_226_105,150.2190704,59.71710968,0.382794,-99,-99,-99,3.43E-17,1.49E-18,1,2.22E-17,2.06E-18,1,1.25E-17,7.48E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100052.97+594128.1.fits,J100052.97+594128.1._10,J1001+5944,J1001+5944_204_181,150.2207336,59.69113159,0.611578,2.55E-17,2.86E-18,1,1.63E-17,1.11E-18,1,1.62E-17,9.94E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100053.61+594417.6.fits,J100053.61+594417.6._11,J1001+5944,J1001+5944_273_68,150.2233734,59.73823166,0.0733958,-9.90E+01,-9.90E+01,-99,-99,-99,-99,1.37E-17,3.89E-18,1,1.90E-17,1.25E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100054.25+594132.2.fits,J100054.25+594132.2._12,J1001+5944,J1001+5944_201_174,150.2260284,59.69229126,0.32748,-99,-99,-99,-99,-99,-99,5.98E-18,1.26E-18,1,6.17E-18,6.80E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100054.78+594215.8.fits,J100054.78+594215.8._10,J1001+5944,J1001+5944_206_132,150.2282715,59.70438004,0.4753395,2.64E-17,2.90E-18,1,1.86E-17,8.24E-19,1,1.29E-17,1.17E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100054.87+594436.7.fits,J100054.87+594436.7._10,J1001+5944,J1001+5944_291_62,150.2286377,59.74353027,0.282418,4.45E-17,1.28E-17,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,2.38E-17,1.54E-18,1,-99,-99,-99,1.49E-17,1.90E-18,1,
J100055.15+594332.5.fits,J100055.15+594332.5._11,J1001+5944,J1001+5944_233_70,150.2298126,59.72568893,0.583836,3.94E-17,3.68E-18,1,2.56E-17,8.75E-19,1,1.57E-17,1.16E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100057.19+594233.8.fits,J100057.19+594233.8._11,J1001+5944,J1001+5944_202_108,150.2382965,59.70940018,0.3045134,-9.90E+01,-9.90E+01,-99,1.06E-16,2.17E-18,1,6.00E-17,2.31E-18,1,2.82E-16,1.48E-18,1,7.92E-17,1.05E-18,1,5.84E-17,1.76E-18,1,2.92E-17,1.60E-18,1,
J100058.99+594233.0.fits,J100058.99+594233.0._10,J1001+5944,J1001+5944_195_105,150.2457886,59.70917892,0.4050365,-99,-99,-99,3.37E-17,1.76E-18,1,3.97E-17,1.00E-18,1,2.67E-17,5.98E-19,1,2.63E-18,4.15E-19,1,-99,-99,-99,-99,-99,-99,
J100100.42+594254.7.fits,J100100.42+594254.7._10,J1001+5944,J1001+5944_191_81,150.2517548,59.71519852,0.3053359,-99,-99,-99,4.36E-17,2.03E-18,1,-99,-99,-99,2.77E-17,6.29E-19,1,1.09E-17,6.27E-19,1,7.37E-18,1.40E-18,1,8.97E-18,1.35E-18,1,
J100100.67+594226.2.fits,J100100.67+594226.2._12,J1001+5944,J1001+5944_187_109,150.2527924,59.70727158,0.6074554,6.71E-17,2.72E-18,1,4.87E-17,1.65E-18,1,2.61E-17,1.08E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100100.76+594258.0.fits,J100100.76+594258.0._12,J1001+5944,J1001+5944_190_77,150.2531891,59.71611023,0.2828567,-99,-99,-99,2.28E-17,1.75E-18,1,3.93E-17,1.58E-18,1,4.01E-17,1.24E-18,1,2.01E-18,5.94E-19,1,6.71E-18,1.05E-18,1,3.36E-18,9.45E-19,1,
J100101.27+594416.8.fits,J100101.27+594416.8._10,J1001+5944,J1001+5944_285_10,150.2553101,59.73799133,0.23782,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.81E-17,9.07E-19,1,2.75E-18,6.53E-19,1,-99,-99,-99,-99,-99,-99,
J100102.07+594302.3.fits,J100102.07+594302.3._11,J1001+5944,J1001+5944_183_72,150.2586212,59.71730042,0.3050435,-99,-99,-99,9.84E-17,3.47E-18,1,-9.90E+01,-9.90E+01,-99,2.45E-16,1.86E-18,1,1.11E-16,1.54E-18,1,2.47E-17,2.19E-18,1,2.81E-17,2.10E-18,1,
J100103.01+594417.7.fits,J100103.01+594417.7._10,J1001+5944,J1001+5944_46_5,150.262558,59.73825836,0.4160519,6.33E-17,6.53E-18,1,2.74E-17,1.46E-18,1,8.57E-17,1.57E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100103.47+594418.1.fits,J100103.47+594418.1._11,J1001+5944,J1001+5944_62_8,150.2644653,59.73834991,0.3038205,-99,-99,-99,9.16E-17,3.28E-18,1,1.85E-17,2.24E-18,1,1.70E-16,1.43E-18,1,7.13E-17,1.35E-18,1,3.37E-17,2.03E-18,1,2.51E-17,2.30E-18,1,
J100103.73+594406.6.fits,J100103.73+594406.6._11,J1001+5944,J1001+5944_131_12,150.2655487,59.73516083,0.303086,-99,-99,-99,1.01E-16,2.88E-18,1,2.39E-17,2.06E-18,1,1.76E-16,1.19E-18,1,6.49E-17,1.10E-18,1,3.32E-17,1.36E-18,1,2.98E-17,2.05E-18,1,
J100103.78+594429.5.fits,J100103.78+594429.5._10,J1001+5944,J1001+5944_31_18,150.2657318,59.741539,0.8387,4.15E-17,1.62E-18,1,-9.90E+01,-9.90E+01,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100105.16+594435.2.fits,J100105.16+594435.2._12,J1001+5944,J1001+5944_43_29,150.2714996,59.74311066,0.1503949,-99,-99,-99,5.51E-17,2.89E-18,1,5.29E-17,3.18E-18,1,4.38E-17,1.41E-18,1,5.38E-18,1.20E-18,1,1.58E-17,1.16E-18,1,3.99E-18,1.59E-18,1,
J100106.01+594432.8.fits,J100106.01+594432.8._10,J1001+5944,J1001+5944_55_32,150.2750549,59.74245071,0.5939835,2.26E-17,2.23E-18,1,8.17E-18,1.56E-18,1,1.68E-17,1.79E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100106.36+594409.4.fits,J100106.36+594409.4._12,J1001+5944,J1001+5944_100_29,150.2764893,59.7359314,0.3740997,7.02E-17,1.04E-17,1,6.00E-17,2.63E-18,1,2.40E-17,2.58E-18,1,1.89E-16,1.62E-18,1,1.12E-16,1.85E-18,1,3.43E-17,1.41E-18,1,2.99E-17,1.47E-18,1,
J100106.62+594333.6.fits,J100106.62+594333.6._12,J1001+5944,J1001+5944_143_51,150.2775726,59.72600174,0.3039815,-99,-99,-99,3.74E-17,1.28E-18,1,9.27E-17,1.72E-18,1,5.50E-17,7.86E-19,1,6.03E-18,5.01E-19,1,9.37E-18,1.04E-18,1,9.43E-18,1.36E-18,1,
J100107.84+594401.1.fits,J100107.84+594401.1._10,J1001+5944,J1001+5944_108_42,150.2826538,59.73363876,0.3742629,2.36E-17,7.27E-18,1,3.64E-17,1.29E-18,1,1.28E-17,1.21E-18,1,2.82E-17,5.32E-19,1,9.17E-18,7.14E-19,1,-99,-99,-99,-99,-99,-99,
J100108.74+594444.1.fits,J100108.74+594444.1._11,J1001+5944,J1001+5944_57_56,150.2864227,59.74559021,0.7215281,4.23E-17,2.28E-18,1,1.88E-17,8.45E-19,1,7.84E-18,9.75E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100108.81+594448.9.fits,J100108.81+594448.9._12,J1001+5944,J1001+5944_54_59,150.2867126,59.74692917,0.07317,-99,-99,-99,1.05E-16,1.11E-17,1,6.11E-17,1.08E-17,1,5.73E-16,6.41E-18,1,1.57E-16,3.75E-18,1,1.26E-16,3.31E-18,1,9.40E-17,2.90E-18,1,
J100108.95+594504.3.fits,J100108.95+594504.3._11,J1001+5944,J1001+5944_44_70,150.2872772,59.75119019,0.5308677,7.60E-17,7.28E-18,1,-99,-99,-99,2.73E-17,2.24E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100109.22+594405.7.fits,J100109.22+594405.7._11,J1001+5944,J1001+5944_100_51,150.2884064,59.7349205,0.4156584,2.11E-17,6.03E-18,1,2.92E-17,1.40E-18,1,-99,-99,-99,2.02E-17,1.60E-18,1,1.81E-17,2.47E-18,0,-99,-99,-99,-99,-99,-99,
J100109.85+594447.3.fits,J100109.85+594447.3._10,J1001+5944,J1001+5944_59_64,150.2910309,59.74647903,0.282726,-99,-99,-99,-99,-99,-99,7.58E-18,1.20E-18,1,2.72E-17,1.28E-18,1,7.26E-18,8.97E-19,1,7.08E-18,6.96E-19,1,5.37E-18,8.35E-19,1,
J100109.92+594625.5.fits,J100109.92+594625.5._10,J1001+5944,J1001+5944_23_143,150.2913208,59.77375031,0.5306955,6.12E-17,4.33E-18,1,2.57E-17,1.23E-18,1,2.24E-17,1.11E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100110.34+594208.9.fits,J100110.34+594208.9._12,J1001+5944,J1001+5944_155_139,150.2930908,59.70248032,0.6402842,3.42E-17,2.55E-18,1,1.29E-17,1.08E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100110.88+594314.4.fits,J100110.88+594314.4._12,J1001+5944,J1001+5944_134_87,150.2953491,59.72066116,0.58377,3.58E-17,6.93E-18,1,3.70E-17,2.20E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100112.34+594539.1.fits,J100112.34+594539.1._10,J1001+5944,J1001+5944_41_113,150.3014374,59.76086044,0.281961,3.23E-17,1.01E-17,1,1.58E-17,2.07E-18,1,7.99E-18,1.43E-18,1,1.72E-17,1.25E-18,1,-99,-99,-99,5.98E-18,8.57E-19,1,3.13E-18,8.99E-19,1,
J100112.53+594546.3.fits,J100112.53+594546.3._12,J1001+5944,J1001+5944_39_119,150.3022308,59.76287079,0.4587817,5.45E-17,4.64E-18,1,2.98E-17,1.12E-18,1,6.93E-17,1.81E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100113.55+594412.8.fits,J100113.55+594412.8._12,J1001+5944,J1001+5944_91_83,150.3064728,59.73688126,0.2806913,-99,-99,-99,5.55E-17,2.76E-18,1,1.34E-17,1.85E-18,1,9.86E-17,2.06E-18,1,3.76E-17,1.79E-18,1,2.03E-17,9.08E-19,1,2.26E-17,1.56E-18,1,
J100114.04+594344.9.fits,J100114.04+594344.9._10,J1001+5944,J1001+5944_109_92,150.3085022,59.72914886,0.6829426,2.46E-17,2.41E-18,1,1.84E-17,9.25E-19,1,1.89E-17,1.65E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100115.26+594333.5.fits,J100115.26+594333.5._12,J1001+5944,J1001+5944_113_104,150.3135681,59.72597885,0.2822419,-99,-99,-99,5.63E-17,2.29E-18,1,2.15E-17,2.05E-18,1,1.59E-16,1.60E-18,1,5.28E-17,1.71E-18,1,3.19E-17,1.08E-18,1,2.04E-17,1.31E-18,1,
J100116.18+594339.6.fits,J100116.18+594339.6._11,J1001+5944,J1001+5944_109_109,150.3174286,59.72766113,0.6821134,5.11E-17,5.11E-18,1,3.01E-17,1.58E-18,1,9.12E-17,3.64E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100116.33+594414.7.fits,J100116.33+594414.7._10,J1001+5944,J1001+5944_90_104,150.3180389,59.7374115,0.6085616,2.21E-17,2.64E-18,1,1.79E-17,1.31E-18,1,5.38E-18,1.09E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100119.00+594515.3.fits,J100119.00+594515.3._12,J1001+5944,J1001+5944_64_139,150.3291779,59.75424957,0.661697,5.19E-17,3.22E-18,1,2.33E-17,1.22E-18,1,1.82E-17,9.04E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100119.43+594415.9.fits,J100119.43+594415.9._12,J1001+5944,J1001+5944_89_128,150.3309784,59.73775101,0.42318,-99,-99,-99,-99,-99,-99,9.20E-18,8.82E-19,1,7.31E-18,7.63E-19,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
J100125.65+594325.6.fits,J100125.65+594325.6._12,J1001+5944,J1001+5944_106_181,150.3568726,59.72378922,0.281306,-99,-99,-99,1.96E-17,1.71E-18,1,2.59E-17,2.47E-18,1,2.93E-17,1.91E-18,1,1.06E-17,1.96E-18,1,3.87E-18,7.14E-19,1,4.73E-18,1.55E-18,1,
J100125.84+594357.9.fits,J100125.84+594357.9._10,J1001+5944,J1001+5944_95_177,150.3576508,59.73273849,0.5033691,-99,-99,-99,2.42E-17,1.33E-18,1,1.71E-17,1.23E-18,1,1.21E-17,1.28E-18,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,
